Feature ID	Taxon	Confidence
bd6d93bbf28867b682dc9d0ca5fa2490	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_phage	0.9963305873449763
f3b7e1d329d1b9df2a7fbc6469c4be9a	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Peptostreptococcus; s__Peptostreptococcus_russellii	0.9943879357030695
53aebe2400bb9607e780a21272853c20	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium	0.9959910013170921
9c9153dd18c21ba1134de61dba5ec629	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_lutetiensis	0.9894359120220652
719498fb8480fa75095a014f86b47040	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium	0.9962102156470436
a828ef27bec1687eda98e1ae68bfa77c	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium	0.996040957294183
74034e6b8ee18b6cced540efb30b46dc	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_plantarum	0.9999213724323333
38dabefd6a5d45ba3120c78910353c5e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Salmonella	0.8051543117745188
b5bd5e872f1a905755871c8a4f35b2dd	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium	0.9992985973842619
532eedb27ad4649caf8ca18d48d840aa	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__uncultured_bacterium	0.88085692540115
1347bddd66fc4f020acb3661a4191761	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_ingluviei	0.9999999881963789
9e619437696aaafc6b49c3d4c1f01f14	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_plantarum	0.9999350898682965
21bd1f4a06e25245e4c55ae1a2806e03	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.9346522144088073
